0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,2,1,3,2,2,0,1,0,2,4,1,0,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,1,0,0,1,2,0,0,1,0,2,5,3,1,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,1,2,2,5,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1
11,7,7,9,9,4,4,15,2,1,2,0,0,0,4,6,3,0,0,0,3,0,1,0,0,3,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,0
6,2,3,4,7,6,13,9,0,3,15,55,5,2,16,1,2,2,3,3,1,0,2,4,4,2,0,0,0,0,2,0,1,0,0,0,0,0,0,2,1,1,2,2
2,3,4,3,5,4,0,14,0,6,0,10,16,5,13,7,3,2,0,2,0,0,0,1,1,0,1,0,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0
5,6,8,2,6,4,6,11,2,4,0,13,11,6,6,10,3,7,0,2,0,0,0,0,1,0,0,0,2,0,0,0,1,1,3,4,6,5,6,7,11,18,11,0
4,4,13,9,3,7,3,21,2,7,7,52,5,3,14,17,1,7,2,1,0,3,0,0,6,6,0,0,2,0,0,1,1,5,0,2,4,5,6,2,7,7,17,61
3,15,10,12,6,3,8,14,1,12,3,29,23,4,17,14,3,5,1,1,2,1,5,1,11,2,0,0,1,0,0,0,0,0,1,2,8,8,4,7,11,12,19,48
1,6,15,8,11,11,8,8,4,26,20,46,31,8,24,17,4,7,6,3,0,4,3,2,5,0,1,0,0,1,0,0,1,4,5,8,11,1,5,7,10,13,32,45
3,9,20,8,10,14,6,6,4,31,4,35,33,11,23,26,3,15,7,4,0,6,2,0,6,1,0,0,0,0,0,0,0,5,5,13,8,8,7,6,12,10,24,45
12,8,12,11,14,21,15,19,8,31,12,61,26,12,49,28,4,21,7,9,2,3,1,3,4,0,1,2,1,3,0,0,5,8,10,12,15,2,16,8,28,20,17,34
2,11,10,15,20,19,22,11,20,34,10,51,48,33,42,50,4,41,4,18,3,11,2,1,4,1,0,1,0,2,0,0,5,11,10,28,14,12,15,9,23,18,23,50
0,22,27,22,21,23,26,23,20,45,20,69,76,22,60,63,20,27,3,9,8,1,4,4,5,2,4,4,6,6,2,1,6,11,15,26,18,12,17,12,20,32,24,59
3,32,30,26,24,42,18,10,24,23,11,73,107,76,93,83,5,31,18,17,4,4,3,2,4,0,2,1,9,11,2,1,8,6,18,27,21,15,15,5,30,13,45,66
7,29,45,28,26,39,32,25,24,42,13,96,112,62,120,88,20,24,10,21,0,2,5,4,13,0,1,8,5,10,4,1,3,7,18,34,26,14,20,13,40,38,22,90
5,63,50,41,31,42,50,30,31,53,13,95,100,95,123,134,8,53,17,7,4,13,4,0,13,1,3,6,5,10,3,0,4,7,9,37,37,20,31,10,42,33,39,107
7,57,52,29,35,75,24,30,37,49,13,127,110,99,98,128,12,31,17,10,9,5,0,3,10,1,0,9,6,7,1,5,7,16,16,32,34,13,29,12,46,35,42,119
9,54,57,50,63,81,40,44,36,70,21,128,157,106,133,126,9,57,24,15,18,21,7,5,12,2,7,13,9,7,4,2,3,9,16,45,22,14,28,17,48,41,76,136
2,82,70,66,40,75,48,26,45,74,23,128,133,77,107,82,14,60,41,23,9,10,5,3,8,3,1,5,6,8,6,0,2,6,17,24,27,14,25,17,54,71,73,133
7,87,63,53,77,67,51,46,39,97,36,116,136,86,134,110,19,93,27,30,14,10,8,5,14,4,2,17,6,7,1,3,11,21,25,51,17,14,19,13,48,79,63,157
13,82,68,65,65,90,45,42,71,92,33,135,146,99,117,111,20,114,29,45,16,22,8,9,12,1,1,4,12,5,1,1,8,19,31,63,25,9,36,11,53,57,69,180
20,62,83,50,59,106,46,46,45,101,42,146,141,106,124,110,31,85,48,49,15,15,12,9,20,3,2,20,17,8,5,0,11,18,45,76,28,17,34,19,47,66,86,193
22,80,84,57,77,96,71,56,49,116,41,149,147,106,122,117,22,113,49,47,19,23,7,3,22,4,3,23,8,6,1,2,24,28,19,59,35,24,25,16,72,52,98,199
20,60,63,70,78,133,71,50,72,128,62,119,156,112,141,120,15,139,80,48,37,32,12,12,25,7,2,12,13,9,3,0,10,20,25,60,29,26,30,22,78,52,109,185
28,67,62,55,82,120,90,64,64,144,65,169,161,108,101,152,10,162,74,58,32,26,19,4,22,8,3,35,16,12,3,2,15,14,53,55,22,26,56,25,75,67,99,217
20,55,78,74,85,142,93,55,73,146,88,156,163,129,120,147,29,166,81,58,14,29,12,7,32,6,9,23,22,9,0,0,9,23,37,40,25,11,36,16,39,69,144,279
14,70,98,67,70,146,122,47,94,150,63,163,186,118,122,118,25,156,91,64,60,28,14,14,85,8,1,15,22,15,1,1,12,25,49,34,32,18,28,17,61,59,149,225
27,103,105,82,76,146,119,69,125,163,65,219,207,119,150,138,27,156,97,51,30,23,19,10,32,5,6,30,23,10,8,7,14,26,31,40,30,18,27,26,70,43,143,271
61,108,112,76,103,189,120,74,92,157,74,195,195,126,152,166,27,197,104,71,38,29,8,5,56,8,3,31,22,16,3,3,8,20,23,45,32,11,19,22,69,46,153,292
48,86,91,72,76,145,103,71,111,151,99,211,217,140,152,138,15,207,124,59,32,32,10,9,63,10,9,35,23,12,3,3,5,17,31,32,18,20,20,23,60,45,158,231
44,120,85,81,101,156,145,63,89,160,72,253,258,138,137,134,17,167,111,82,60,36,11,6,41,8,5,13,14,11,3,2,4,19,22,40,34,17,44,23,57,65,145,315
26,86,110,83,81,159,164,74,81,163,76,246,217,153,121,124,17,153,102,58,44,30,13,8,75,10,4,18,23,12,2,1,6,15,29,22,23,14,23,20,54,36,146,274
19,96,95,83,85,177,176,66,75,163,71,215,208,137,128,154,29,138,85,65,23,45,6,2,42,9,0,19,14,6,1,1,15,13,41,24,18,11,32,20,37,39,118,245
33,83,90,71,93,161,144,72,66,154,55,203,226,146,145,160,15,146,88,44,41,24,6,3,27,10,1,6,24,12,4,0,8,14,28,20,25,8,28,18,42,28,86,231
15,68,76,74,78,147,108,69,61,152,72,185,188,163,107,120,24,162,82,43,24,34,4,4,70,8,9,15,17,5,7,0,10,19,25,19,13,6,30,10,37,29,73,242
17,77,84,80,73,146,82,65,83,144,62,197,192,114,101,142,14,165,74,38,40,29,7,6,82,7,3,17,19,9,6,2,11,11,32,28,16,10,35,22,36,30,133,244
77,85,82,54,64,127,135,67,60,144,72,200,228,129,115,120,19,152,95,63,35,21,2,9,27,8,2,21,14,5,0,0,12,15,13,22,15,10,13,7,24,31,102,268
31,80,80,59,51,136,145,57,59,133,61,219,219,128,105,86,6,144,68,45,35,24,5,1,49,6,4,12,17,4,1,3,11,13,18,8,12,11,24,10,28,25,117,233
10,69,93,33,67,119,116,51,34,117,57,192,198,108,95,95,30,104,48,35,26,15,9,7,42,0,5,14,13,4,1,2,5,5,12,16,13,6,23,12,32,26,98,183
24,53,66,51,57,115,114,48,54,122,56,170,153,122,79,96,30,87,41,35,31,12,8,4,26,7,3,10,12,4,1,2,3,7,18,19,13,10,16,15,17,23,93,141
19,46,57,33,48,93,62,34,45,76,39,99,144,108,60,85,19,67,37,25,14,17,12,4,40,2,6,8,10,6,3,1,3,11,14,17,16,4,20,13,23,21,77,152
11,49,63,30,50,65,44,43,31,72,36,127,120,68,74,96,24,75,35,27,16,11,1,4,21,2,5,4,13,5,1,1,3,4,14,16,8,12,12,7,25,18,66,104
16,45,63,26,53,75,88,31,26,68,31,105,88,88,60,58,14,77,35,22,15,6,9,6,16,4,1,2,4,5,1,1,6,13,15,18,5,8,19,16,20,23,54,126
22,46,51,32,44,60,84,37,37,66,29,117,118,74,68,64,15,71,26,24,12,9,7,3,61,0,3,7,12,4,3,1,2,1,16,18,6,6,25,5,32,18,73,125
17,56,50,44,43,61,78,36,19,65,37,91,92,73,47,65,18,79,25,19,12,12,11,7,46,2,0,12,5,8,0,0,0,3,9,13,8,13,17,12,14,12,57,116
17,47,41,32,46,72,91,30,29,53,26,95,61,82,49,73,13,71,23,16,11,6,7,5,39,6,7,5,5,5,4,1,1,6,6,14,8,10,8,17,28,13,48,93
9,46,53,33,41,44,117,33,18,58,33,82,71,55,42,61,14,54,10,19,8,6,3,4,18,3,8,5,7,0,3,0,1,6,6,15,16,11,13,7,22,13,40,113
28,58,46,29,43,53,54,36,27,53,21,73,61,74,55,78,19,64,13,12,13,3,0,1,26,2,1,4,5,1,2,1,0,7,6,15,8,3,12,6,15,19,50,102
27,46,29,39,40,59,67,31,29,54,27,77,68,62,46,46,7,64,10,9,6,6,2,4,30,1,1,3,6,2,2,2,4,8,6,16,19,7,14,8,25,19,37,94
18,41,49,44,31,57,99,34,28,42,20,53,57,77,41,54,17,55,12,14,9,12,9,2,42,5,4,6,3,1,0,1,5,8,7,14,9,10,16,13,16,15,44,90
8,42,42,49,48,52,110,29,20,65,24,64,57,75,31,50,14,49,21,14,9,9,7,2,65,5,4,5,3,1,0,1,3,3,11,20,9,4,20,5,21,9,44,88
15,56,27,20,52,55,100,38,23,52,19,59,57,65,41,47,21,53,13,13,5,14,4,4,58,2,5,1,3,2,0,0,5,2,5,21,6,3,4,7,10,15,38,83
4,54,55,27,36,66,90,24,18,41,25,53,31,61,44,39,17,54,12,17,9,11,2,4,34,1,5,6,1,4,1,1,7,0,8,11,9,3,1,18,20,12,40,94
8,36,42,34,41,50,51,34,12,46,23,45,70,61,39,33,15,43,10,9,7,8,3,5,27,0,1,1,4,3,1,3,4,10,24,21,8,7,20,8,23,14,39,65
14,34,60,34,35,52,45,29,14,29,28,53,36,64,27,46,11,50,11,12,2,2,5,4,30,1,1,4,2,5,3,0,3,3,9,13,7,3,11,12,8,13,35,81
7,31,43,30,53,46,50,20,13,28,19,41,59,67,23,34,12,34,7,8,5,8,4,3,38,0,5,4,6,1,2,1,4,1,4,10,4,3,16,17,16,22,37,65
15,29,41,32,35,38,56,22,15,29,22,38,70,84,43,67,17,60,6,11,7,12,4,2,31,4,1,3,1,3,1,0,3,1,1,10,8,6,12,8,16,10,37,71
6,46,40,43,37,46,52,28,9,43,31,28,43,55,24,35,9,48,10,10,1,3,3,1,30,2,1,3,2,2,2,3,2,5,4,15,6,3,5,2,17,11,39,66
11,53,54,23,40,50,57,22,13,41,20,36,65,73,27,44,12,39,11,9,9,7,4,2,22,7,3,2,5,2,5,0,3,5,0,5,5,8,16,17,17,12,46,69
25,51,45,38,29,51,46,24,15,40,17,36,50,66,43,34,7,51,13,4,4,12,1,2,20,3,4,2,2,0,3,0,2,5,8,8,8,3,16,13,12,7,37,61
19,40,52,26,42,40,44,24,13,31,29,38,35,51,37,56,13,43,8,9,8,5,1,7,13,3,1,5,2,1,1,0,5,9,9,7,11,2,16,12,17,13,37,76
15,57,42,39,43,34,50,38,19,39,14,40,46,72,36,47,6,53,21,4,10,4,1,4,55,1,0,1,4,1,1,0,1,6,10,10,5,2,17,12,25,10,35,78
14,51,49,22,46,53,56,26,18,36,23,38,53,49,36,41,4,28,11,8,5,18,2,5,48,2,2,6,3,0,0,0,2,2,5,5,5,1,5,10,13,5,28,70
11,48,54,26,55,47,46,36,11,51,25,43,31,62,32,42,8,34,6,4,10,2,0,1,48,0,3,0,4,4,0,0,3,9,10,3,4,10,9,14,15,12,23,42
9,44,60,30,36,53,55,24,15,46,12,37,43,79,38,56,13,36,10,7,3,4,2,5,32,0,3,1,2,2,2,0,0,10,4,12,1,5,16,11,13,3,37,43
21,51,51,28,32,58,63,20,17,22,22,42,49,71,39,58,13,32,4,9,5,3,2,0,61,3,3,1,4,1,1,0,9,4,6,0,1,3,18,16,8,8,23,59
13,42,49,28,49,46,70,30,11,27,21,36,43,64,33,32,11,27,5,9,2,8,7,2,56,5,4,3,1,2,2,1,4,4,13,7,5,1,12,7,15,8,30,54
8,48,64,35,54,57,71,26,14,18,20,41,39,54,27,47,9,40,7,14,0,3,4,3,49,6,2,2,2,1,1,1,4,8,11,2,3,4,19,15,9,9,38,62
9,40,52,30,49,41,81,31,17,24,23,44,47,65,32,31,13,36,5,7,3,9,3,0,36,3,1,5,1,1,1,1,1,15,2,9,4,2,11,6,11,8,31,46
12,51,45,30,48,39,85,26,13,31,17,53,30,63,18,39,9,35,12,5,6,7,6,2,46,1,7,2,3,5,2,2,2,7,2,8,3,3,9,20,10,11,34,58
22,45,44,32,49,50,92,22,12,30,10,25,42,61,29,23,11,26,5,4,5,4,2,2,40,0,4,2,1,1,2,0,6,5,2,3,1,0,16,8,12,7,23,54
34,35,52,20,40,60,76,28,13,31,31,35,45,63,26,34,11,32,11,7,4,2,1,2,35,1,2,1,3,1,1,0,2,8,3,7,4,2,21,8,13,3,30,55
22,51,39,45,34,59,65,34,20,31,22,38,43,55,33,60,11,33,7,6,5,8,1,3,35,1,0,3,2,2,2,2,1,5,0,6,9,9,9,13,19,18,29,52
8,48,34,23,46,49,73,31,10,32,17,30,34,87,26,57,20,30,9,10,7,11,6,1,41,3,3,1,1,2,1,1,5,7,2,17,5,4,11,23,18,11,20,57
19,64,47,27,36,48,53,20,10,24,16,30,28,57,41,27,5,33,14,4,3,8,4,5,38,3,4,0,1,0,0,1,0,4,5,14,4,3,9,9,10,11,29,44
18,53,45,27,47,49,61,28,15,26,19,30,37,53,30,57,14,41,26,9,6,5,1,2,43,2,5,2,3,2,1,0,2,31,4,2,4,1,15,12,12,7,34,53
13,75,33,36,45,54,51,31,20,29,14,40,38,61,32,41,9,40,22,4,10,13,1,0,17,1,4,0,1,2,0,0,3,54,2,4,5,3,8,15,11,6,55,41
28,64,83,48,53,38,61,34,21,18,24,41,24,55,38,35,8,38,7,1,4,8,2,2,16,2,4,1,4,2,2,1,4,100,9,11,10,6,14,18,23,8,40,56
10,51,71,24,48,56,58,33,25,38,18,34,37,70,22,38,15,41,12,14,3,12,1,3,23,5,0,1,1,0,2,1,3,77,4,8,5,3,15,8,15,9,49,48
13,54,80,37,63,54,66,48,17,27,14,37,30,68,36,45,6,42,15,6,9,8,9,0,17,6,2,3,4,1,1,4,1,23,5,5,8,1,17,11,23,12,37,48
18,47,63,44,61,62,42,32,21,21,26,31,30,65,41,43,14,32,9,7,10,9,2,4,25,2,3,2,3,0,4,0,2,13,11,7,5,3,14,23,12,8,40,47
20,38,52,32,59,57,50,33,24,34,14,49,32,68,31,53,24,47,14,7,8,3,2,7,49,1,0,8,4,2,3,2,0,7,4,6,4,3,16,12,11,16,33,64
17,39,41,23,55,34,46,24,22,28,22,34,29,51,26,26,20,39,17,8,6,9,1,1,31,1,3,0,4,2,1,2,6,4,10,4,7,6,11,7,23,11,30,61
10,32,56,28,45,36,88,38,18,23,13,55,38,50,37,50,9,26,8,8,3,8,2,2,57,5,5,2,1,2,2,0,2,2,8,15,6,4,10,8,24,15,31,58
7,37,52,22,31,37,61,25,13,26,12,86,29,65,28,35,18,42,12,12,7,6,2,1,52,3,2,4,3,1,0,1,1,4,5,13,13,3,21,10,18,8,34,45
16,30,37,19,50,56,61,26,12,22,10,53,29,56,28,43,18,38,8,5,3,2,6,3,57,2,3,2,1,1,1,1,2,3,6,21,6,2,14,7,15,15,31,57
16,39,49,24,42,49,84,31,8,24,13,38,36,46,29,52,16,48,11,6,12,5,1,0,31,1,0,2,1,0,0,0,0,2,6,13,7,2,23,11,12,27,29,44
20,29,50,30,29,36,74,32,17,26,12,38,36,49,27,45,10,36,13,11,7,5,1,2,30,2,5,1,6,1,2,1,5,12,10,7,9,1,18,10,15,17,27,33
9,30,44,16,33,34,94,29,12,17,13,36,40,57,43,61,6,36,15,6,12,8,4,6,58,1,1,2,0,2,0,2,3,4,2,15,3,3,9,14,9,10,42,51
7,32,49,21,23,37,58,28,6,26,12,40,52,53,25,33,18,37,13,9,6,7,3,0,68,2,6,0,0,0,0,0,0,4,3,12,15,12,17,8,19,9,34,49
6,49,40,21,34,33,77,43,4,17,15,54,32,53,27,52,14,42,14,4,5,4,2,2,25,2,3,1,3,2,2,1,8,5,7,13,10,9,17,8,16,16,34,64
13,24,45,9,38,36,66,25,18,24,14,49,45,71,42,55,20,31,10,10,10,7,1,0,24,1,2,4,1,5,2,3,3,6,10,24,12,2,14,5,19,20,48,47
6,52,63,24,31,40,44,25,13,36,12,47,49,61,37,49,13,36,11,14,12,0,2,2,37,2,0,5,4,2,0,0,4,3,10,22,14,5,20,4,28,17,36,56
7,32,40,15,30,56,64,44,14,40,10,31,59,54,34,44,11,31,5,13,5,2,3,3,65,1,2,8,3,6,3,0,5,5,12,22,6,5,22,7,11,9,38,57
14,40,42,17,33,36,49,28,12,30,11,47,44,44,32,51,11,65,10,8,6,9,1,3,43,4,5,2,5,4,3,3,3,6,5,44,20,4,22,3,26,14,38,56
15,32,81,28,30,32,54,30,16,35,16,51,46,65,40,36,15,52,14,14,5,1,7,0,32,1,2,3,0,6,2,4,3,2,10,62,18,9,20,6,17,10,37,61
